# Input,GeneSymbol,GoTermID
aldh9a1,ALDH9A1,"GO:0045329, GO:0009437, GO:0006081, GO:0001822, GO:0001889, GO:0051289"
aldob,ALDOB,"GO:0032869, GO:0030388, GO:0006001, GO:0061624, GO:0006000, GO:0006094, GO:0006096, GO:0061625, GO:0061615, GO:0001889, GO:0006116, GO:1905856, GO:0032781, GO:0043200, GO:0051591, GO:0009743, GO:0046688, GO:0009750, GO:0051384, GO:0070741, GO:0043434, GO:0042594, GO:0009410, GO:0010043, GO:0070072"
alk,ALK,"GO:0030534, GO:0007411, GO:0031547, GO:0007420, GO:0038063, GO:0042051, GO:0048565, GO:0097009, GO:0048013, GO:0007173, GO:0008543, GO:0048012, GO:0021766, GO:0048009, GO:0008286, GO:0038109, GO:0038145, GO:0007498, GO:0007275, GO:0045792, GO:0050995, GO:1900074, GO:0007399, GO:0048666, GO:0038083, GO:0016310, GO:0035790, GO:0035791, GO:1900006, GO:0070374, GO:0033674, GO:0043410, GO:0050769, GO:0051092, GO:0046777, GO:0006487, GO:0006468, GO:0042981, GO:0042127, GO:0060159, GO:0040008, GO:0045664, GO:0090328, GO:0090648, GO:0006950, GO:0007165, GO:0036269, GO:0007169, GO:0099540, GO:0036323, GO:0038084, GO:0007522"
alox12,ALOX12,"GO:0019369, GO:0071396, GO:0061436, GO:0019395, GO:0051122, GO:1901751, GO:0043651, GO:0006629, GO:0034440, GO:2001303, GO:2001306, GO:0019372, GO:0043066, GO:0010656, GO:0090331, GO:0043065, GO:2001235, GO:0043536, GO:1905956, GO:0010628, GO:0051901, GO:1903428, GO:0048661, GO:0042554, GO:0033559"
alox5ap,ALOX5AP,"GO:0001525, GO:0030576, GO:0098869, GO:0071277, GO:0019370, GO:0006691, GO:0002540, GO:0019372, GO:0002675, GO:0016926, GO:0070207"
alpl,ALPL,"GO:0031214, GO:0030282, GO:0055074, GO:0019725, GO:0071529, GO:0016311, GO:0003006, GO:0001958, GO:0140651, GO:0140928, GO:0055062, GO:0120162, GO:0042822, GO:0046677, GO:0051384, GO:0032868, GO:0032496, GO:0036005, GO:0009612, GO:1904383, GO:0034516, GO:0033280, GO:0001501"
ambp,AMBP,"GO:0007155, GO:0098869, GO:0034614, GO:1903606, GO:0007565, GO:0042167, GO:0020027, GO:0050777, GO:0046329, GO:0030163, GO:0051604"
anxa1,ANXA1,"GO:0030036, GO:0002250, GO:0046632, GO:0050482, GO:0098609, GO:0007166, GO:0071385, GO:0070301, GO:0035924, GO:0032508, GO:0031018, GO:0044849, GO:0042063, GO:0007187, GO:0071621, GO:0070365, GO:0006954, GO:0045087, GO:0030073, GO:0030216, GO:0002548, GO:0014839, GO:0043066, GO:0045920, GO:0032717, GO:1900138, GO:0050709, GO:0045629, GO:0042119, GO:0097350, GO:0001780, GO:0018149, GO:0006909, GO:0043065, GO:0090050, GO:1900087, GO:0032743, GO:0033031, GO:0031394, GO:0042102, GO:0045627, GO:0031340, GO:0090303, GO:0070459, GO:0030850, GO:0042127, GO:0008360, GO:0046883, GO:0050727, GO:0032652, GO:0002685, GO:0032355, GO:0051384, GO:0009725, GO:0070555, GO:1904373, GO:0043434, GO:0009410, GO:0010165, GO:0007165"
anxa2,ANXA2,"GO:0001525, GO:0007589, GO:0007155, GO:0098609, GO:0007160, GO:0071229, GO:0030199, GO:1904019, GO:0042730, GO:0030324, GO:0001765, GO:0042789, GO:0050819, GO:0032804, GO:0002091, GO:0036035, GO:0044794, GO:0051099, GO:0045921, GO:0048146, GO:1905581, GO:1905597, GO:1905599, GO:1905686, GO:0010756, GO:0001934, GO:1905602, GO:0001921, GO:0045944, GO:0044090, GO:0031340, GO:1903902, GO:0072659, GO:0051917, GO:0050767, GO:0014823, GO:0097066, GO:0006900"
apba2,APBA2,"GO:0007268, GO:0001701, GO:0007626, GO:0035264, GO:0007399, GO:0099171, GO:0015031, GO:0010468, GO:0016079"
apc,APC,"GO:1990863, GO:0009952, GO:0006915, GO:0009798, GO:0007409, GO:0070830, GO:0007420, GO:0060070, GO:0044336, GO:0044337, GO:0007155, GO:0051301, GO:0001708, GO:0016477, GO:0008283, GO:0006974, GO:1990090, GO:0035293, GO:0051276, GO:0031122, GO:0055123, GO:0048565, GO:0009953, GO:0035050, GO:0035118, GO:0003203, GO:0003157, GO:0031018, GO:0061031, GO:0001935, GO:1904019, GO:0030855, GO:0050673, GO:0060767, GO:0007163, GO:0030951, GO:0031017, GO:0001754, GO:0044346, GO:0010761, GO:0033334, GO:0030707, GO:0001942, GO:0003146, GO:0001947, GO:0003170, GO:0070365, GO:0007447, GO:0008286, GO:0001822, GO:0001889, GO:0000165, GO:0007091, GO:0007019, GO:0046785, GO:0030917, GO:0000281, GO:0007094, GO:0046716, GO:0055001, GO:1904698, GO:0043066, GO:0090090, GO:0060044, GO:1902807, GO:0008285, GO:0046673, GO:0045736, GO:0001937, GO:1904036, GO:0050680, GO:0060770, GO:2000134, GO:0010629, GO:0043409, GO:0007026, GO:0042483, GO:0030178, GO:0007399, GO:0007405, GO:0031175, GO:0071941, GO:0042476, GO:0030720, GO:0071599, GO:0031016, GO:0007389, GO:0043065, GO:0045785, GO:0045597, GO:0051781, GO:0030335, GO:0120162, GO:2000271, GO:0010763, GO:0031116, GO:0045732, GO:1904781, GO:0031274, GO:0048920, GO:0043161, GO:0030163, GO:0065003, GO:0009954, GO:0051988, GO:1905126, GO:0051726, GO:0045595, GO:0030334, GO:0030856, GO:0010632, GO:2000211, GO:0060632, GO:0032886, GO:0045667, GO:0045670, GO:1900052, GO:0097305, GO:0009410, GO:0060041, GO:0031290, GO:0048384, GO:0007367, GO:0001501, GO:0043588, GO:0035019, GO:0001756, GO:0007051, GO:0019827, GO:0061380, GO:0033077, GO:0048538, GO:0016055, GO:0090244, GO:0022006"
apln,APLN,"GO:0035479, GO:0001525, GO:0060183, GO:0042074, GO:0090134, GO:0060976, GO:0061371, GO:0071910, GO:0042756, GO:0007631, GO:0007369, GO:0007186, GO:0007507, GO:0006955, GO:0007595, GO:0001945, GO:0008078, GO:0045776, GO:0040037, GO:0010629, GO:0003085, GO:1904706, GO:0045906, GO:0008284, GO:0051466, GO:0051461, GO:1904022, GO:0045823, GO:0010460, GO:0031652, GO:1902895, GO:0042327, GO:1905564, GO:0050878, GO:0002026, GO:0001666, GO:0007165, GO:0002040"
apoe,APOE,"GO:0097113, GO:0042982, GO:0060840, GO:0048844, GO:0006874, GO:0098869, GO:0071397, GO:0071361, GO:0071363, GO:0071347, GO:0071402, GO:0006707, GO:0033344, GO:0042632, GO:0008203, GO:0034382, GO:0072359, GO:0007010, GO:0055089, GO:0010467, GO:0007186, GO:0034380, GO:0034384, GO:0034375, GO:0071831, GO:0046907, GO:0055088, GO:0006629, GO:0006869, GO:0010877, GO:0042158, GO:0042159, GO:0042157, GO:0035641, GO:0015909, GO:0007616, GO:0034374, GO:0051651, GO:0032438, GO:1902430, GO:1905907, GO:0030195, GO:0043537, GO:0090090, GO:0045541, GO:0090370, GO:0061000, GO:1902951, GO:0010596, GO:0001937, GO:0010629, GO:0050728, GO:0051055, GO:1903001, GO:1900272, GO:0043407, GO:0043524, GO:0010977, GO:1902999, GO:0010544, GO:1901627, GO:0051248, GO:0050709, GO:0048662, GO:0090209, GO:0031175, GO:0031102, GO:0038060, GO:0097114, GO:0048709, GO:0014012, GO:0033700, GO:0044794, GO:1900223, GO:1902004, GO:1905908, GO:0045773, GO:0010875, GO:0090205, GO:1905920, GO:0060999, GO:1902952, GO:0045893, GO:0045807, GO:0070374, GO:0046889, GO:1903002, GO:0140077, GO:0032805, GO:0051044, GO:1902998, GO:0010976, GO:0045429, GO:0051000, GO:1902995, GO:1901631, GO:0017038, GO:0006898, GO:1900221, GO:1905906, GO:1902991, GO:0042981, GO:0030516, GO:2000822, GO:0032489, GO:1905890, GO:0090181, GO:0010468, GO:0045088, GO:0048168, GO:0097006, GO:0061136, GO:0043254, GO:0051246, GO:0050807, GO:0090207, GO:0061771, GO:1904421, GO:0002021, GO:0045471, GO:0032868, GO:0006979, GO:0000302, GO:0032526, GO:0034612, GO:0010043, GO:0043691, GO:0007271, GO:0070328, GO:0006641, GO:0071830, GO:0042311, GO:0034447, GO:0034372, GO:0019068"
apoh,APOH,"GO:0031100, GO:0007597, GO:0016525, GO:0030195, GO:0045959, GO:0010596, GO:0001937, GO:0051918, GO:0033033, GO:0060268, GO:0034392, GO:0031639, GO:0030194, GO:0051006, GO:0010898, GO:0030193, GO:0051917, GO:0034014, GO:0002456, GO:0006641, GO:0034197"
app,APP,"GO:0007189, GO:0007193, GO:0008344, GO:1990000, GO:0019731, GO:0019732, GO:0061844, GO:0008306, GO:0048143, GO:0002265, GO:0008088, GO:0016199, GO:0007409, GO:0019722, GO:0007155, GO:0006878, GO:1904646, GO:0071320, GO:0071280, GO:0071287, GO:1990090, GO:0071874, GO:0007417, GO:0021953, GO:0008203, GO:0050890, GO:0048669, GO:0050829, GO:0050830, GO:0016358, GO:0006897, GO:0048104, GO:0001737, GO:0030198, GO:0030900, GO:0000086, GO:0010467, GO:0007186, GO:0045087, GO:0035235, GO:0007612, GO:0007611, GO:0042157, GO:0007626, GO:0060291, GO:0055096, GO:0007617, GO:0007613, GO:0014005, GO:0001774, GO:0000278, GO:0098815, GO:1903523, GO:0090090, GO:0008285, GO:0010629, GO:1900272, GO:1902894, GO:0045665, GO:1905607, GO:1900181, GO:0000122, GO:0050885, GO:0051402, GO:0070050, GO:0030182, GO:0031175, GO:1990535, GO:0016322, GO:0098989, GO:0007219, GO:0007389, GO:0018230, GO:0031583, GO:0050918, GO:1905908, GO:1902993, GO:0043065, GO:0050850, GO:0050867, GO:0032722, GO:1904472, GO:0070374, GO:2000463, GO:2001238, GO:0010971, GO:0010628, GO:0045821, GO:1904022, GO:0045745, GO:0050729, GO:0032731, GO:0032755, GO:0046330, GO:1900273, GO:0043410, GO:0051044, GO:0045931, GO:0090026, GO:0043525, GO:0045666, GO:1901224, GO:0045429, GO:0033138, GO:0010800, GO:1904591, GO:0010739, GO:0051897, GO:0051247, GO:0001934, GO:1905898, GO:0032930, GO:2000406, GO:0045752, GO:0045944, GO:0032760, GO:0032729, GO:0051260, GO:0006468, GO:0006612, GO:0051262, GO:0070206, GO:1900221, GO:1905906, GO:1902950, GO:1903381, GO:0007176, GO:0010468, GO:0048169, GO:0040014, GO:0051580, GO:0050730, GO:1905606, GO:0043393, GO:1905945, GO:0150003, GO:0050803, GO:0034121, GO:0006357, GO:0006417, GO:0030111, GO:0070555, GO:0010288, GO:0006979, GO:0001878, GO:0051563, GO:0001967, GO:0050808, GO:0051124, GO:0008542"
ar,AR,"GO:0030521, GO:0048645, GO:0007267, GO:0071391, GO:0071372, GO:0071383, GO:0071394, GO:0007620, GO:0042756, GO:0060742, GO:0003382, GO:0050673, GO:0009566, GO:0010467, GO:0007186, GO:0048009, GO:0030520, GO:0030522, GO:0030518, GO:0001701, GO:0060599, GO:0033327, GO:0097421, GO:0040011, GO:0008049, GO:0048808, GO:0008584, GO:0046661, GO:0019102, GO:0060749, GO:0000165, GO:0060571, GO:0007275, GO:0035264, GO:0008285, GO:0045892, GO:0050680, GO:2001237, GO:0045720, GO:0000122, GO:0140694, GO:0001556, GO:0045597, GO:0008284, GO:0045893, GO:0060769, GO:0010628, GO:0110090, GO:0043568, GO:0045726, GO:0033148, GO:0040017, GO:0043410, GO:1902895, GO:0051092, GO:0060406, GO:0042327, GO:0045944, GO:0045945, GO:0060740, GO:0060736, GO:0060514, GO:0048638, GO:0006355, GO:0010468, GO:0060685, GO:1903076, GO:0003073, GO:0006357, GO:0019098, GO:0048608, GO:0061458, GO:0090648, GO:0032355, GO:0045471, GO:0032868, GO:0014850, GO:0035094, GO:0048545, GO:0033574, GO:0072520, GO:0007165, GO:0007338, GO:0014734, GO:0007283, GO:0060748, GO:0006366"
arc,ARC,"GO:0009952, GO:0016477, GO:0007010, GO:0060997, GO:0006897, GO:0007492, GO:0007612, GO:0007616, GO:0060291, GO:0050804, GO:0051028, GO:2000969, GO:0051260, GO:0006508, GO:0022604, GO:0061001, GO:1900452, GO:1900271, GO:0048168, GO:0099149, GO:0042220, GO:0045471, GO:0043278, GO:0110077"
areg,AREG,"GO:0007267, GO:0060598, GO:0007173, GO:0060750, GO:0038134, GO:0014009, GO:0007186, GO:0060749, GO:0060744, GO:0045668, GO:0031175, GO:0008284, GO:0045741, GO:0010838, GO:0045840, GO:0050731, GO:0042327, GO:0051591, GO:0032355, GO:0051384, GO:0042542, GO:0043434"
arg1,ARG1,"GO:0002250, GO:0006527, GO:0019547, GO:0006525, GO:0071549, GO:0071377, GO:0070301, GO:0071353, GO:0071222, GO:0071560, GO:0032964, GO:0042832, GO:0007565, GO:0045087, GO:0001889, GO:0030324, GO:0060056, GO:0060135, GO:0046007, GO:0042130, GO:2000552, GO:0060336, GO:0001938, GO:0070965, GO:1905541, GO:0014075, GO:0043200, GO:0048678, GO:0046686, GO:0009635, GO:0032496, GO:0010042, GO:0051597, GO:0009624, GO:0043434, GO:0010269, GO:0048545, GO:0033189, GO:0033197, GO:0009410, GO:0010043, GO:0000050"
arg2,ARG2,"GO:0002250, GO:0019547, GO:0006525, GO:0071549, GO:0071353, GO:0071222, GO:0071346, GO:0045087, GO:0030324, GO:0060135, GO:0007494, GO:1905403, GO:2000562, GO:0071644, GO:0071650, GO:1900425, GO:0032696, GO:0032700, GO:0071641, GO:0051001, GO:0045988, GO:0032720, GO:0002829, GO:0006809, GO:2000774, GO:0006486, GO:0032651, GO:1905541, GO:0045428, GO:1903426, GO:0014075, GO:0043200, GO:0048678, GO:0046686, GO:0009749, GO:0009635, GO:0009725, GO:0001666, GO:0046689, GO:0007584, GO:0010269, GO:0033197, GO:0009410, GO:0006941, GO:0000050, GO:0001657"
arid1a,ARID1A,"GO:0030521, GO:0008150, GO:0003205, GO:0055007, GO:0006325, GO:0006338, GO:0007566, GO:0030900, GO:0001704, GO:0007369, GO:0042921, GO:0030520, GO:0000122, GO:0007399, GO:0001843, GO:0006337, GO:0003408, GO:0060674, GO:0045597, GO:0045893, GO:2000781, GO:0045663, GO:1902459, GO:0045582, GO:0070316, GO:2000045, GO:0030071, GO:2000819, GO:0006357, GO:0019827, GO:0045815"
asic1,ASIC1,"GO:0008306, GO:0001662, GO:0070588, GO:0071467, GO:0051649, GO:0098662, GO:0007613, GO:0006812, GO:0034220, GO:0046929, GO:0007269, GO:0042391, GO:0150052, GO:0010447, GO:0001975, GO:0050915, GO:0035725, GO:0006814"
asic2,ASIC2,"GO:0071468, GO:0071466, GO:0050974, GO:0051649, GO:0006812, GO:0034220, GO:0006811, GO:0043066, GO:0007602, GO:2001259, GO:0051965, GO:0035418, GO:0042391, GO:0034765, GO:0150052, GO:0003026, GO:0019229, GO:0010447, GO:0009612, GO:0048545, GO:0007605, GO:0050915, GO:0035725, GO:0006814, GO:0007416"
ass1,ASS1,"GO:0006953, GO:0008652, GO:0006526, GO:0000053, GO:0006531, GO:0071418, GO:0071230, GO:0071242, GO:0071320, GO:0071549, GO:0071377, GO:0071499, GO:0071222, GO:0071400, GO:0071356, GO:0071346, GO:0007623, GO:0000052, GO:0060539, GO:0001822, GO:0001889, GO:0007494, GO:1903038, GO:0045429, GO:0014075, GO:0043200, GO:0032355, GO:0070542, GO:0051384, GO:0060416, GO:0032496, GO:0010046, GO:0007584, GO:0043434, GO:0048545, GO:0009636, GO:0009410, GO:0010043, GO:0000050"
atf3,ATF3,"GO:0060379, GO:0001709, GO:0034198, GO:0030968, GO:0006094, GO:0002244, GO:0006955, GO:0055088, GO:0045892, GO:0070373, GO:0000122, GO:0008284, GO:0010628, GO:1903984, GO:0045944, GO:0006355, GO:0010883, GO:0006357, GO:0034976, GO:0009615, GO:0035914"
atf4,ATF4,"GO:0030282, GO:0006874, GO:0034198, GO:0042149, GO:0071456, GO:1990253, GO:0034599, GO:0034644, GO:0032922, GO:0007623, GO:0035162, GO:0030968, GO:0007214, GO:0006094, GO:0140468, GO:0140467, GO:0070059, GO:0070982, GO:0070309, GO:0007005, GO:0042789, GO:0120163, GO:1903377, GO:0043267, GO:0000122, GO:0032057, GO:0030182, GO:0036499, GO:0043065, GO:0070169, GO:0045893, GO:0010628, GO:0090141, GO:0043525, GO:2000120, GO:0045943, GO:0045944, GO:1905461, GO:0010575, GO:0042981, GO:0006355, GO:0045667, GO:0048167, GO:0006357, GO:0034976, GO:1990737, GO:0031667, GO:0009636, GO:0048511, GO:0006366"
atg5,ATG5,"GO:0035973, GO:0019883, GO:0006915, GO:0000045, GO:0006914, GO:0000422, GO:0044804, GO:0098930, GO:0001974, GO:0010659, GO:0006995, GO:0071500, GO:0009267, GO:0061684, GO:0006325, GO:0006501, GO:0051607, GO:0051649, GO:0061723, GO:0060047, GO:0007507, GO:0045087, GO:0035096, GO:0016236, GO:0000398, GO:0070254, GO:0043066, GO:1904093, GO:0010667, GO:0050687, GO:0045824, GO:0050765, GO:0031397, GO:0032480, GO:0039689, GO:0045060, GO:0007399, GO:0048840, GO:0010508, GO:0070257, GO:0062029, GO:1904973, GO:0099170, GO:0043687, GO:0061739, GO:0016567, GO:1901096, GO:1902017, GO:0002718, GO:0099072, GO:2000377, GO:0051279, GO:0043416, GO:1902617, GO:0009620, GO:0010040, GO:0009410, GO:0042311, GO:0055015"
atg7,ATG7,"GO:0007628, GO:0006915, GO:0000045, GO:0006914, GO:0000422, GO:0010659, GO:0055013, GO:0008283, GO:0080144, GO:0071455, GO:0071315, GO:0006995, GO:0034614, GO:1903936, GO:0009267, GO:0033554, GO:0090156, GO:0021955, GO:0021680, GO:0021987, GO:0061684, GO:0006325, GO:0007623, GO:0006501, GO:0051607, GO:0140059, GO:0008340, GO:0051649, GO:0007507, GO:0045087, GO:0035773, GO:0035096, GO:0001889, GO:0016236, GO:0061024, GO:0007005, GO:0000423, GO:0070254, GO:0043066, GO:0010667, GO:1903860, GO:0090298, GO:0043524, GO:0050765, GO:0062099, GO:0090155, GO:2000675, GO:0039689, GO:0050877, GO:0031175, GO:0048477, GO:0006996, GO:0034727, GO:0043065, GO:2000786, GO:0010508, GO:1903599, GO:0035774, GO:0016239, GO:1901526, GO:0070257, GO:0043068, GO:0032436, GO:0045732, GO:0031401, GO:0009791, GO:0030163, GO:0006497, GO:0032446, GO:0015031, GO:0021860, GO:0060284, GO:0042752, GO:0050688, GO:1903706, GO:0031396, GO:0097305, GO:1902617, GO:0009749, GO:0031667, GO:0042594, GO:0048511, GO:0030148, GO:0099504, GO:0097050"
atm,ATM,"GO:0007420, GO:0006974, GO:0071480, GO:0071479, GO:0071500, GO:0034614, GO:0071300, GO:0033554, GO:0071481, GO:0090398, GO:0006338, GO:0070192, GO:0008340, GO:0000077, GO:0000729, GO:0006281, GO:0006302, GO:0000724, GO:0006303, GO:0097695, GO:0097694, GO:0007292, GO:0008585, GO:0007143, GO:0007507, GO:0071044, GO:0002376, GO:0002377, GO:0008630, GO:0042159, GO:0007140, GO:0045141, GO:0007095, GO:0007094, GO:0035264, GO:0030889, GO:1904354, GO:1904262, GO:0051402, GO:0048599, GO:0001541, GO:0036289, GO:0018105, GO:0000425, GO:0036092, GO:0016310, GO:0043065, GO:0045785, GO:0030335, GO:1903626, GO:0043517, GO:2000781, GO:0010628, GO:0043525, GO:1904884, GO:0032212, GO:1904358, GO:0045944, GO:0009791, GO:0002331, GO:0046777, GO:0006468, GO:0007131, GO:0042981, GO:2000785, GO:0010506, GO:0051726, GO:1900034, GO:0010389, GO:0050727, GO:1903978, GO:1901796, GO:0032210, GO:0090399, GO:0001666, GO:0010212, GO:0007165, GO:0042770, GO:0001756, GO:0036269, GO:0048538, GO:0006412, GO:0033151"
atoh8,ATOH8,"GO:0061564, GO:0030154, GO:0001704, GO:0007507, GO:0001947, GO:0051450, GO:0045892, GO:0001937, GO:0010629, GO:0007399, GO:0045893, GO:0045603, GO:0010595, GO:1902895, GO:0060391, GO:0045944, GO:0061074, GO:2001014, GO:0007423, GO:0048797, GO:0035148"
atp2a2,ATP2A2,"GO:0000045, GO:0016240, GO:1990036, GO:0070588, GO:0006816, GO:1903515, GO:0014898, GO:0007155, GO:0006874, GO:0034605, GO:0034599, GO:0032469, GO:0008544, GO:0006984, GO:1990456, GO:0034220, GO:0045822, GO:1900121, GO:0070050, GO:0140056, GO:0006996, GO:0010666, GO:0032470, GO:0010460, GO:1903233, GO:1903779, GO:0098909, GO:0086036, GO:0010882, GO:0006937, GO:0002026, GO:0055119, GO:0090076, GO:0034976, GO:0032496, GO:0043434, GO:0070296, GO:0014883, GO:0033292"
atp2a3,ATP2A3,"GO:0070588, GO:0006816, GO:1903515, GO:0006874, GO:0032469, GO:0070059, GO:0097421, GO:0034220, GO:0006811, GO:1900121, GO:1903779, GO:0150104"
atp6ap2,ATP6AP2,"GO:0002003, GO:0045176, GO:0098930, GO:0008150, GO:0021626, GO:0048749, GO:0048388, GO:0016197, GO:0048104, GO:0001737, GO:0001736, GO:0048069, GO:0061795, GO:0060323, GO:0035317, GO:0051452, GO:0035622, GO:0007616, GO:0007042, GO:0042331, GO:0090263, GO:0032914, GO:0030177, GO:0090251, GO:1902600, GO:0043408, GO:0021903, GO:0007614, GO:0050808, GO:0097401, GO:0007035, GO:0070072"
atp6v1d,ATP6V1D,"GO:0060271, GO:0048388, GO:0061795, GO:0051452, GO:0007042, GO:0006811, GO:0061512, GO:1902600, GO:0016241, GO:0097401, GO:0007035"
atp7a,ATP7A,"GO:0046034, GO:0001568, GO:0001974, GO:0051216, GO:0006584, GO:0006878, GO:0071230, GO:0071236, GO:0071276, GO:0071279, GO:0071280, GO:0071456, GO:0071281, GO:0071284, GO:0036120, GO:0021954, GO:0021702, GO:0030199, GO:0060003, GO:0055070, GO:0015677, GO:0035434, GO:0006825, GO:0048813, GO:0010273, GO:0042417, GO:0048251, GO:0051542, GO:0042414, GO:0051649, GO:0030198, GO:0007565, GO:0006096, GO:0031069, GO:0035137, GO:0016539, GO:0001701, GO:0007595, GO:0001889, GO:0007626, GO:0048286, GO:0007005, GO:0006812, GO:0006811, GO:0045914, GO:0034760, GO:0043524, GO:0051402, GO:0070050, GO:0048812, GO:0042421, GO:0042415, GO:0018205, GO:0043473, GO:0043085, GO:0045793, GO:1904960, GO:0050679, GO:0010592, GO:0048023, GO:1903036, GO:1901671, GO:0032773, GO:1904754, GO:0021860, GO:1904959, GO:0010468, GO:0002082, GO:0001836, GO:0019430, GO:0046688, GO:0010041, GO:0010288, GO:0010042, GO:0010038, GO:0010043, GO:0042428, GO:0043588, GO:0042093, GO:0006568, GO:0006570"
atp7b,ATP7B,"GO:0006878, GO:0071280, GO:0071287, GO:0006882, GO:0007623, GO:0060003, GO:0055070, GO:0015677, GO:0035434, GO:0006825, GO:0051649, GO:0007595, GO:0006812, GO:0034220, GO:0006811, GO:0051604, GO:0051591, GO:0046688, GO:1990637, GO:0010043, GO:0051208, GO:0075523, GO:1990961"
atxn7,ATXN7,"GO:0008150, GO:0021707, GO:0021702, GO:0043009, GO:0048009, GO:0000226, GO:0043569, GO:0007026, GO:0042326, GO:0071031, GO:0071039, GO:0071035, GO:0071036, GO:0071037, GO:0071038, GO:0006997, GO:0016310, GO:0046530, GO:0045893, GO:0045944, GO:0006282, GO:0043484, GO:0006357, GO:0060042, GO:0036285, GO:0006366, GO:0007601"
auts2,AUTS2,"GO:0030036, GO:0048675, GO:0097484, GO:0098582, GO:0001764, GO:0010592, GO:0035022, GO:0045944, GO:0060013"
avp,AVP,"GO:0007267, GO:0070371, GO:0006091, GO:0007625, GO:0035556, GO:0007626, GO:0002125, GO:0042711, GO:0033555, GO:0050891, GO:0043066, GO:0007621, GO:0090201, GO:0051970, GO:0030307, GO:0008284, GO:0032849, GO:0007204, GO:0010628, GO:0014049, GO:0033138, GO:0031394, GO:0003084, GO:0045907, GO:0070528, GO:1904612, GO:0051602, GO:0045471, GO:1990089, GO:0035094, GO:1901652, GO:0009651, GO:0033574, GO:0009410, GO:0007165, GO:0035176, GO:0001659, GO:0042310, GO:0046718, GO:0006833"
b2m,B2M,"GO:1990000, GO:0019731, GO:0019885, GO:0019886, GO:0002481, GO:0002474, GO:0061844, GO:0006968, GO:0006879, GO:0071283, GO:0071281, GO:0071222, GO:0071316, GO:0050829, GO:0050830, GO:0006955, GO:0002376, GO:0002381, GO:0045087, GO:0006826, GO:0007611, GO:0060586, GO:0050680, GO:2000978, GO:0050768, GO:0010977, GO:1900121, GO:0002503, GO:0002502, GO:2000774, GO:1904434, GO:0032092, GO:1900122, GO:0048260, GO:0050870, GO:0002726, GO:0001916, GO:0045944, GO:1904437, GO:0051289, GO:0042026, GO:0045646, GO:0034756, GO:0003254, GO:0046686, GO:0002237, GO:0009410, GO:0007608, GO:0033077, GO:0001913"
bambi,BAMBI,"GO:0016477, GO:0030514, GO:0045668, GO:0030512, GO:0090263, GO:0008284, GO:0045893, GO:0010718, GO:0032092, GO:0008360, GO:0007179"
bax,BAX,"GO:0008637, GO:0006915, GO:1902262, GO:1902263, GO:0060057, GO:0097190, GO:0001783, GO:0001782, GO:0002358, GO:0002352, GO:1990117, GO:0001974, GO:0060402, GO:0008283, GO:0045333, GO:0006974, GO:0070301, GO:0034620, GO:0034644, GO:0098586, GO:0021987, GO:0045136, GO:0035234, GO:0032469, GO:1904019, GO:0050673, GO:0051649, GO:0010248, GO:0097194, GO:0097191, GO:0097192, GO:0008625, GO:0009566, GO:0007281, GO:0034349, GO:0006687, GO:0048872, GO:0048873, GO:0021854, GO:0007007, GO:0097193, GO:0072332, GO:0008630, GO:0070059, GO:0001822, GO:0001776, GO:0035108, GO:0008584, GO:0043653, GO:0008053, GO:0007005, GO:0097049, GO:0002262, GO:2001234, GO:0008285, GO:0032471, GO:0048147, GO:0010917, GO:0043524, GO:0033137, GO:0032091, GO:0007399, GO:0051402, GO:0001764, GO:0042475, GO:0007008, GO:0001541, GO:0018105, GO:1902512, GO:0043065, GO:0060058, GO:0002904, GO:0010524, GO:0048087, GO:0051094, GO:1900103, GO:1904037, GO:2001244, GO:1903896, GO:1902110, GO:2000673, GO:0043525, GO:0031334, GO:0090200, GO:0051281, GO:2000243, GO:0048597, GO:0009791, GO:0051204, GO:0042981, GO:0051726, GO:0033599, GO:1902108, GO:1902445, GO:0051881, GO:0043523, GO:0006808, GO:0001836, GO:0032976, GO:0051209, GO:0072347, GO:0048678, GO:0042220, GO:0046688, GO:0051412, GO:0010332, GO:0001666, GO:0010212, GO:0002931, GO:0009651, GO:0009636, GO:0009611, GO:0009410, GO:0060041, GO:0046666, GO:0060011, GO:0007548, GO:0048515, GO:0007283, GO:0097435, GO:0001777, GO:0070242, GO:0060068"
